HEAD,FPGA,TDC_CHANNEL,ORBIT_CNT,BX_COUNTER,TDC_MEAS
1,1,92,163450,2679,9
1,1,66,163451,1100,23
1,1,67,163451,1105,10
1,1,41,163451,1102,25
1,1,68,163451,1103,12
1,1,69,163451,1103,6
1,1,70,163451,1113,7
1,1,64,163459,1635,16
1,1,16,163460,558,1
1,1,64,163463,1783,15
1,1,117,163463,2509,6
1,1,72,163474,2066,15
1,1,44,163482,2116,2
1,0,27,163487,39,23
1,1,16,163507,885,6
1,1,50,163510,787,28
1,0,24,163510,789,7
1,1,122,163510,794,25
1,0,113,163510,790,25
1,0,25,163510,788,15
1,1,49,163510,790,11
1,0,114,163510,789,0
1,0,23,163510,795,20
1,1,48,163510,796,12
1,1,123,163510,791,2
1,0,115,163510,796,21
1,0,26,163510,794,29
1,1,51,163510,799,17
1,1,121,163510,797,23
1,0,139,163510,800,0
1,0,116,163510,798,13
1,1,6,163515,749,21
1,0,9,163515,2122,10
1,0,9,163515,2133,26
1,1,125,163518,32,9
1,1,117,163522,2893,16
1,1,12,163523,1330,22
1,0,127,163523,1673,19
1,0,9,163524,1030,16
1,1,87,163526,2000,13
1,1,45,163526,2004,20
1,1,90,163526,2004,26
1,1,52,163526,2007,9
1,1,139,163526,2011,0
1,1,47,163526,2005,12
1,1,88,163526,2004,15
1,1,50,163526,2008,9
1,1,89,163526,2009,6
1,0,6,163527,74,3
1,0,74,163533,2597,12
1,1,114,163534,2154,26
1,0,44,163536,895,6
1,1,36,163549,308,28
1,1,100,163550,1535,0
1,1,16,163550,2277,11
1,0,27,163560,1264,5
1,1,32,163570,149,17
1,1,44,163573,2571,16
1,0,4,163575,1852,23
1,0,74,163577,613,1
1,0,125,163581,3421,21
1,1,4,163584,369,14
1,0,56,163584,742,26
1,0,5,163584,1908,4
1,1,37,163584,3473,23
1,0,72,163585,2905,23
1,0,74,163585,2908,5
1,0,31,163585,2905,22
1,0,33,163585,2911,28
1,1,41,163585,3275,29
1,1,81,163593,1397,24
1,1,70,163593,2931,25
1,1,16,163596,356,2
1,0,90,163606,1456,4
1,1,16,163609,1350,5
1,0,46,163610,2901,21
1,0,48,163610,2902,2
1,0,107,163610,2901,14
1,0,112,163610,2904,11
1,0,49,163610,2902,27
1,0,105,163610,2903,17
1,0,110,163610,2909,17
1,0,47,163610,2907,24
1,0,139,163610,2911,0
1,0,50,163610,2915,1
1,0,127,163615,879,0
1,0,111,163618,820,4
1,0,81,163620,326,7
1,0,16,163620,327,19
1,0,76,163620,327,29
1,0,11,163620,324,20
1,0,79,163620,327,7
1,0,78,163620,328,0
1,0,9,163620,330,29
1,1,4,163620,2238,4
1,1,56,163626,2949,2
1,1,100,163628,608,8
1,0,81,163630,2274,10
1,0,35,163630,2275,16
1,0,83,163630,2275,21
1,0,86,163630,2278,16
1,0,36,163630,2279,4
1,0,88,163630,2283,9
1,0,92,163633,21,19
1,1,59,163636,2287,24
1,1,22,163638,1252,7
1,0,46,163641,27,27
1,0,119,163643,65,14
1,1,101,163648,224,18
1,1,36,163649,1299,13
1,0,110,163651,759,0
1,1,2,163654,1750,11
1,1,92,163656,3059,5
1,0,103,163657,1885,24
1,1,50,163664,1343,16
1,1,50,163664,1347,25
1,1,48,163666,1494,11
1,1,52,163674,3078,17
1,0,27,163678,2846,2
1,1,20,163685,559,14
1,1,26,163687,2117,3
1,0,65,163688,675,22
1,0,80,163691,1659,22
1,0,4,163691,2153,16
1,1,32,163691,2430,8
1,0,127,163694,2064,28
1,0,125,163694,2065,4
1,1,37,163696,2103,17
1,0,99,163697,2658,28
1,0,28,163697,2659,21
1,0,27,163697,2664,28
1,0,100,163697,2663,25
1,0,32,163697,2671,18
1,0,103,163697,2669,14
1,0,29,163697,2668,12
1,0,102,163697,2668,14
1,0,101,163697,2669,27
1,1,97,163699,1015,10
1,0,111,163704,1378,10
1,0,125,163707,1086,19
1,1,10,163709,6,28
1,1,95,163711,2786,21
1,0,118,163720,2029,26
1,1,44,163726,2873,9
1,0,65,163726,3483,25
1,1,128,163743,2383,28
1,0,87,163746,3498,15
1,1,52,163751,2287,14
1,1,44,163756,2648,4
1,0,81,163756,3095,4
1,0,88,163757,2112,6
1,0,82,163758,1738,3
1,0,44,163759,880,3
1,1,16,163761,284,16
1,0,13,163762,1239,29
1,1,103,163768,1233,24
1,0,105,163768,1796,6
1,1,52,163771,598,12
1,0,49,163774,281,15
1,1,20,163774,3550,29
1,1,12,163775,2244,17
1,1,4,163778,1120,10
1,1,113,163790,1385,4
1,1,33,163790,1388,7
1,1,115,163790,1389,15
1,1,116,163790,1393,8
1,1,34,163790,1388,25
1,1,139,163790,1400,0
1,1,36,163790,1390,0
1,1,118,163790,1396,12
1,1,35,163790,1398,2
1,1,16,163792,759,27
1,1,111,163793,882,14
1,1,80,163795,3216,12
1,1,30,163797,1425,7
1,1,24,163807,2128,14
1,1,24,163807,2134,24
1,1,78,163808,740,18
1,1,36,163810,928,7
1,0,78,163814,1813,12
1,1,117,163814,3440,26
1,1,28,163818,1457,5
1,1,125,163819,1084,5
1,1,126,163823,1535,7
1,1,57,163823,1538,9
1,1,58,163823,1538,8
1,1,123,163823,1545,10
1,1,125,163823,1542,0
1,1,59,163823,1548,28
1,1,128,163823,1546,0
1,1,12,163828,411,9
1,1,106,163831,1147,12
1,1,8,163837,1889,29
1,0,8,163837,2027,16
1,1,4,163845,1989,25
1,1,52,163846,2906,22
1,1,52,163850,1413,21
1,1,64,163856,2663,9
1,1,58,163856,3077,9
1,1,42,163857,1252,0
1,0,4,163858,2314,26
1,0,54,163862,1436,28
1,0,51,163862,1447,16
1,0,56,163862,1444,3
1,0,78,163862,2726,14
1,1,99,163863,1887,29
1,1,56,163873,2291,17
1,1,14,163876,255,1
1,1,100,163881,1594,25
1,0,86,163881,2337,29
1,0,33,163883,1587,0
1,1,37,163884,2379,4
1,1,122,163887,3523,28
1,0,107,163893,1717,23
1,1,88,163895,1153,16
1,1,20,163898,2263,26
1,1,20,163898,2271,15
1,0,4,163899,2458,18
1,0,90,163902,2495,29
1,0,49,163902,2502,19
1,0,87,163902,2500,25
1,0,89,163902,2504,16
1,0,92,163902,2505,22
1,0,47,163902,2509,11
1,0,49,163902,2513,22
1,0,125,163904,2107,8
1,1,92,163905,611,1
1,0,31,163911,822,20
1,0,31,163911,838,29
1,1,40,163912,14,16
1,1,46,163912,3026,25
1,1,46,163912,3033,21
1,1,105,163917,1560,4
1,1,30,163920,119,10
1,1,64,163920,2060,12
1,1,108,163924,3097,15
1,0,86,163926,2041,6
1,1,75,163930,3248,8
1,1,36,163938,582,21
1,1,32,163942,637,25
1,1,4,163947,2635,0
1,1,4,163948,3358,0
1,1,24,163948,3438,21
1,1,52,163949,395,18
1,1,90,163950,2112,0
1,1,96,163955,331,11
1,1,100,163962,1307,23
1,1,117,163964,1098,8
1,1,12,163966,1611,29
1,1,24,163970,1703,27
1,1,92,163971,2543,26
1,1,40,163971,2547,22
1,1,91,163971,2546,27
1,1,37,163971,2548,8
1,1,93,163971,2553,4
1,1,39,163971,2548,1
1,1,94,163971,2556,13
1,1,139,163971,2568,0
1,1,42,163971,2566,8
1,0,4,163971,3006,3
1,0,11,163976,411,25
1,0,11,163976,428,8
1,1,52,163978,786,5
1,1,10,163983,1053,20
1,1,22,163993,1992,19
1,0,74,163993,3534,16
1,0,42,163996,867,23
1,1,42,163998,1069,9
1,1,28,164000,2758,15
1,1,86,164000,2757,3
1,1,35,164000,2757,15
1,1,29,164000,2758,5
1,1,84,164000,2765,2
1,1,139,164000,2770,0
1,1,30,164000,2765,0
1,1,87,164000,2762,17
1,1,33,164000,2769,23
1,1,87,164000,2767,2
1,1,27,164000,2768,25
1,1,88,164000,2766,29
1,1,85,164000,2768,5
1,1,64,164002,1174,21
1,0,127,164002,2240,10
1,0,86,164004,1649,9
1,1,50,164006,281,12
1,0,93,164008,2787,13
1,1,8,164020,648,3
1,1,13,164032,1599,15
1,1,23,164038,1217,1
1,1,25,164038,1215,27
1,1,80,164038,1217,12
1,1,24,164038,1216,7
1,1,81,164038,1218,26
1,1,23,164038,1227,28
1,1,26,164038,1222,22
1,1,79,164038,1221,29
1,1,82,164038,1225,23
1,1,34,164043,1143,7
1,1,28,164043,2110,20
1,1,4,164045,1519,26
1,0,84,164054,2302,12
1,1,81,164058,1750,29
1,0,75,164059,892,29
1,0,111,164062,702,8
1,1,65,164063,2686,27
1,1,24,164065,3138,29
1,0,27,164067,575,7
1,1,20,164071,882,1
1,1,117,164075,19,18
1,0,108,164075,2340,29
1,1,8,164076,736,0
1,1,96,164078,1732,1
1,1,30,164083,2172,13
1,0,27,164084,772,2
1,1,112,164086,2303,9
1,0,124,164089,372,0
1,1,30,164092,3244,0
1,1,28,164092,3249,24
1,0,113,164092,3256,10
1,1,35,164092,3255,23
1,1,37,164092,3257,5
1,0,115,164092,3254,0
1,1,31,164092,3257,15
1,0,109,164092,3254,28
1,1,33,164092,3257,6
1,1,52,164094,2582,5
1,0,23,164095,1080,4
1,0,71,164097,966,26
1,1,68,164098,3321,12
1,0,114,164103,732,20
1,0,125,164103,2773,11
1,1,38,164108,2515,29
1,1,104,164129,699,29
1,1,64,164133,556,20
1,0,86,164135,2857,24
1,1,46,164136,1935,8
1,1,67,164136,1937,10
1,1,68,164136,1936,28
1,1,65,164136,1945,19
1,1,41,164136,1948,2
1,1,66,164136,1947,12
1,1,1,164140,2890,0
1,1,8,164153,1385,19
1,0,53,164154,3531,2
1,1,24,164157,1734,19
1,1,114,164157,3064,27
1,1,47,164157,3070,3
1,1,113,164157,3068,29
1,1,50,164157,3072,16
1,1,139,164157,3079,0
1,1,48,164157,3072,3
1,1,115,164157,3076,7
1,1,49,164157,3074,12
1,1,112,164157,3077,6
1,1,50,164157,3081,28
1,1,32,164162,3411,14
1,0,81,164165,1198,1
1,1,36,164165,3555,19
1,1,35,164166,1592,5
1,0,74,164167,2515,15
1,1,6,164168,1059,28
1,1,6,164170,2809,21
1,0,44,164172,2492,0
1,1,36,164176,2908,2
1,0,113,164176,3481,23
1,1,48,164177,3145,9
1,1,52,164181,784,23
1,1,85,164184,71,25
1,0,112,164185,2534,18
1,0,8,164189,97,9
1,1,10,164189,3035,16
1,1,8,164190,1644,27
1,1,26,164191,560,9
1,1,34,164197,1703,2
1,0,86,164197,1907,5
1,1,116,164197,3350,26
1,0,90,164199,1867,22
1,1,8,164200,240,8
1,1,40,164200,1304,5
1,1,78,164200,3063,25
1,0,51,164205,1517,9
1,1,38,164208,829,18
1,1,62,164209,1977,16
1,0,48,164210,2048,14
1,1,26,164211,3077,17
1,1,117,164231,3404,16
1,1,36,164232,997,7
1,0,2,164233,780,20
1,0,1,164233,786,7
1,1,29,164234,473,17
1,1,102,164237,270,17
1,1,76,164242,3357,5
1,1,44,164244,644,11
1,0,108,164244,3359,17
1,1,60,164247,265,13
1,1,92,164252,1257,19
1,0,102,164252,3532,11
1,1,117,164260,1386,15
1,0,4,164263,997,5
1,0,86,164264,2145,18
1,1,68,164265,80,28
1,1,16,164267,2258,27
1,0,86,164268,1385,3
1,1,27,164268,2892,3
1,1,58,164271,3275,3
1,0,107,164273,745,29
1,1,100,164276,372,19
1,0,111,164280,3378,16
1,1,79,164283,3433,14
1,1,15,164283,3430,29
1,1,14,164283,3440,1
1,1,80,164283,3437,21
1,1,78,164283,3443,6
1,1,16,164283,3440,14
1,1,81,164283,3436,0
1,1,17,164283,3441,0
1,1,15,164283,3446,16
1,1,16,164283,3448,15
1,0,95,164286,1953,11
1,1,100,164287,391,29
1,1,22,164295,1592,13
1,1,36,164296,1185,23
1,1,76,164299,3514,27
1,0,101,164303,1196,27
1,1,44,164305,1320,10
1,1,46,164308,525,11
1,0,25,164309,2626,2
1,1,30,164322,449,15
1,0,6,164323,205,11
1,0,61,164323,1032,24
1,1,62,164324,2967,15
1,1,12,164327,3044,28
1,1,32,164333,1126,21
1,1,113,164333,1388,23
1,0,35,164335,1613,28
1,1,79,164339,2538,5
1,1,38,164339,2797,9
1,1,6,164347,2434,27
1,1,52,164352,998,9
1,1,34,164357,1051,1
1,1,16,164362,1920,0
1,1,4,164363,3474,2
1,1,108,164367,1963,9
1,1,41,164368,1835,13
1,0,36,164375,2961,0
1,0,40,164375,2969,3
1,0,36,164375,2983,23
1,0,126,164377,1590,3
1,1,112,164378,723,21
1,1,37,164380,2878,6
1,0,66,164383,1812,11
1,1,44,164384,2602,19
1,0,99,164389,101,25
1,1,19,164397,3553,5
1,1,19,164397,3562,1
1,1,2,164400,725,5
1,0,109,164402,830,15
1,0,96,164402,949,27
1,0,125,164408,3266,1
1,0,88,164412,2881,6
1,1,112,164415,2639,2
1,1,44,164416,3181,23
1,0,86,164418,1284,11
1,1,22,164420,2829,23
1,0,86,164422,3022,7
1,1,128,164425,1012,19
1,1,121,164428,1648,1
1,1,125,164428,1653,11
1,1,121,164428,1653,14
1,1,75,164431,37,28
1,1,41,164433,851,19
1,1,89,164435,2137,18
1,0,75,164435,2138,25
1,0,25,164435,2142,5
1,0,76,164435,2137,29
1,1,43,164435,2139,13
1,1,90,164435,2140,21
1,0,24,164435,2142,29
1,1,42,164435,2146,4
1,1,88,164435,2146,8
1,0,26,164435,2138,17
1,1,44,164435,2144,7
1,0,77,164435,2147,23
1,1,139,164435,2152,0
1,0,24,164435,2151,12
1,1,41,164435,2150,3
1,1,87,164435,2149,25
1,0,27,164435,2148,13
1,0,78,164435,2150,27
1,0,65,164442,267,20
1,0,75,164443,1040,4
1,1,22,164448,1689,27
1,1,41,164450,1679,12
1,1,44,164451,2465,21
1,1,44,164451,2471,10
1,1,40,164451,3055,27
1,0,31,164455,3248,10
1,1,36,164456,2063,15
1,1,57,164458,1621,19
1,1,64,164462,554,23
1,1,43,164463,1160,9
1,1,63,164464,2371,28
1,1,72,164464,2372,6
1,1,64,164464,2371,23
1,1,20,164464,2880,27
1,0,60,164471,2852,24
1,1,74,164475,493,21
1,0,74,164476,1147,4
1,0,94,164476,1901,27
1,1,37,164480,2205,4
1,1,38,164481,955,12
1,1,4,164484,696,25
1,1,48,164485,2669,16
1,1,19,164487,595,6
1,0,71,164491,2499,23
1,0,107,164497,320,27
1,1,34,164501,1408,11
1,1,72,164502,2384,1
1,1,98,164502,3372,27
1,0,88,164507,1845,24
1,0,10,164508,413,14
1,1,66,164510,2154,24
1,1,64,164510,2594,15
1,1,64,164510,2601,2
1,1,111,164513,1498,1
1,0,125,164513,3230,28
1,0,127,164513,3231,12
1,0,86,164516,3036,9
1,1,16,164522,2291,20
1,1,72,164523,2224,10
1,0,4,164527,1264,13
1,1,98,164533,1571,19
1,1,72,164535,2600,2
1,0,114,164537,2578,25
1,1,105,164539,3,22
1,0,111,164539,1581,14
1,1,30,164539,2068,21
1,1,72,164542,84,8
1,0,90,164543,2654,28
1,1,65,164543,2753,19
1,1,72,164543,2841,21
1,1,72,164544,1619,10
1,1,52,164544,3275,14
1,0,46,164545,2713,13
1,1,41,164554,60,5
1,0,119,164557,1084,0
1,1,36,164558,336,1
1,1,24,164559,1433,14
1,1,16,164559,1614,12
1,0,8,164560,2991,25
1,1,98,164564,1924,28
1,1,24,164565,1943,13
1,1,32,164566,145,15
1,0,90,164568,600,29
1,0,99,164573,2290,1
1,0,111,164578,1877,2
1,1,35,164579,2739,19
1,1,56,164580,1116,11
1,1,38,164583,784,23
1,0,74,164588,242,10
1,1,36,164588,3125,1
1,1,93,164589,2099,7
1,1,117,164593,2684,5
1,1,30,164596,271,1
1,1,69,164597,2915,9
1,0,4,164599,250,19
1,0,1,164599,253,27
1,0,2,164599,255,14
1,0,4,164599,260,3
1,0,127,164599,1896,19
1,1,32,164600,1516,21
1,1,32,164602,2836,20
1,0,98,164605,3444,17
1,1,65,164609,1385,1
1,1,36,164610,2859,26
1,1,24,164615,2637,2
1,1,20,164624,207,12
1,1,64,164627,1235,4
1,1,16,164628,2751,2
1,1,117,164629,525,10
1,1,117,164630,960,7
1,0,124,164632,2629,0
1,1,34,164637,572,8
1,0,4,164639,748,17
1,0,4,164641,648,10
1,1,65,164648,3517,25
1,0,98,164653,3195,7
1,0,90,164657,2236,17
1,1,16,164657,2480,3
1,1,42,164658,1555,20
1,1,44,164658,2170,5
1,0,101,164667,1927,3
1,1,67,164672,3135,27
1,1,110,164681,1025,17
1,0,19,164683,1813,2
1,1,66,164686,1904,5
1,1,105,164686,2376,5
1,1,128,164686,2618,2
1,1,40,164691,1927,1
1,0,19,164701,498,25
1,0,19,164702,525,4
1,1,8,164703,2564,7
1,1,30,164704,944,4
1,1,96,164709,229,27
1,1,6,164710,3420,6
1,1,7,164710,3420,9
1,1,4,164710,3420,17
1,1,8,164710,3419,21
1,1,9,164710,3420,12
1,1,10,164710,3420,11
1,1,52,164717,493,19
1,1,64,164721,2184,25
1,1,2,164729,451,17
1,1,2,164734,2810,2
1,0,7,164734,2808,18
1,0,76,164734,2808,4
1,1,1,164734,2812,2
1,0,8,164734,2810,21
1,0,77,164734,2809,0
1,0,10,164734,2815,18
1,0,75,164734,2811,18
1,0,9,164734,2818,4
1,0,78,164734,2818,26
1,0,10,164734,2831,4
1,1,86,164737,486,19
1,1,46,164737,580,27
1,0,106,164738,2149,10
1,1,38,164749,1292,12
1,1,37,164749,1292,15
1,0,43,164749,1295,25
1,0,90,164749,1294,2
1,1,123,164749,1296,19
1,0,44,164749,1298,26
1,0,88,164749,1298,25
1,1,125,164749,1296,11
1,1,40,164749,1304,16
1,0,45,164749,1302,5
1,0,89,164749,1297,16
1,1,126,164749,1305,2
1,0,139,164749,1307,0
1,0,91,164749,1305,3
1,0,46,164749,1301,4
1,1,32,164751,2024,15
1,0,92,164753,1194,28
1,1,22,164764,2139,21
1,1,4,164765,1429,10
1,1,52,164773,2986,7
1,1,64,164779,723,28
1,0,100,164780,3405,8
1,1,115,164783,638,26
1,1,15,164791,194,3
1,1,69,164791,3191,1
1,1,1,164791,3365,26
1,0,113,164795,854,6
1,1,116,164800,977,23
1,1,4,164806,661,2
1,1,38,164809,3393,4
1,0,4,164810,1809,13
1,1,100,164812,2737,10
1,0,62,164813,727,18
1,0,18,164814,2681,14
1,0,79,164814,2682,13
1,0,80,164814,2682,19
1,0,17,164814,2686,2
1,0,77,164814,2688,6
1,0,20,164814,2689,4
1,0,18,164814,2689,20
1,0,15,164814,2691,20
1,1,108,164819,636,6
1,1,53,164833,834,16
1,0,117,164836,1682,12
1,1,6,164837,1284,23
1,1,65,164840,2893,19
1,1,8,164842,1966,12
1,0,88,164842,3044,24
1,0,87,164842,3046,2
1,0,53,164842,3052,23
1,0,48,164842,3052,25
1,0,50,164842,3052,15
1,0,90,164842,3057,6
1,0,51,164842,3053,9
1,1,100,164849,38,12
1,0,33,164850,1452,18
1,0,84,164862,907,3
1,1,126,164862,2977,6
1,0,41,164866,46,23
1,1,86,164872,941,3
1,1,86,164879,1622,10
1,1,31,164887,3481,21
1,1,24,164896,1030,24
1,1,22,164897,760,19
1,1,36,164898,14,23
1,0,71,164898,186,3
1,1,44,164899,2465,16
1,1,87,164899,3030,2
1,1,12,164902,1659,24
1,0,2,164902,2799,29
1,0,116,164904,2440,12
1,1,52,164905,2203,12
1,1,35,164907,2234,24
1,0,102,164912,2178,11
1,0,4,164916,825,14
1,1,96,164916,1849,27
1,1,108,164923,2978,1
1,1,41,164925,130,11
1,1,117,164926,2843,8
1,1,41,164934,1663,16
1,0,107,164935,3461,1
1,1,94,164948,1319,1
1,0,77,164949,1480,21
1,1,3,164954,891,0
1,1,3,164954,903,20
1,1,74,164960,1448,4
1,0,98,164964,2718,19
1,1,36,164965,2190,4
1,1,36,164966,2751,9
1,1,40,164968,2249,24
1,1,3,164979,1922,19
1,1,98,164979,2078,14
1,1,40,164985,3013,4
1,0,49,164988,647,3
1,0,96,164988,1992,9
1,1,102,164988,3336,1
1,1,92,164991,647,18
1,1,64,164992,1587,23
1,0,86,164997,3230,22
1,1,65,164998,2590,21
1,0,118,165004,1933,20
1,1,16,165005,2439,1
1,1,54,165007,1578,19
1,1,64,165008,813,24
1,0,73,165015,1961,8
1,0,75,165015,1961,1
1,1,105,165020,375,9
1,1,16,165026,1622,7
1,1,37,165027,1548,12
1,1,8,165031,1830,22
1,1,24,165035,1155,9
1,1,95,165035,2110,4
1,1,44,165038,2194,9
1,0,118,165045,381,24
1,0,117,165045,382,13
1,0,54,165045,381,8
1,0,51,165045,383,18
1,0,119,165045,385,1
1,0,60,165045,391,20
1,0,139,165045,393,0
1,0,53,165045,386,10
1,0,116,165045,390,21
1,0,56,165045,393,23
1,0,115,165045,395,5
1,0,49,165045,385,3
1,0,58,165045,396,22
1,0,50,165045,393,27
1,0,56,165045,410,9
1,0,56,165045,421,6
1,1,58,165050,3492,25
1,0,111,165055,1154,2
1,1,10,165060,2407,1
1,0,64,165060,2822,9
1,1,36,165066,483,1
1,0,96,165075,711,15
1,1,12,165080,584,3
1,0,59,165081,2698,25
1,1,48,165083,221,7
1,1,58,165083,1809,3
1,0,86,165086,2157,14
1,1,92,165087,1625,15
1,1,24,165089,1897,15
1,0,90,165093,2720,28
1,0,80,165094,1670,23
1,1,38,165097,451,6
1,1,36,165097,531,1
1,1,100,165097,1635,17
1,1,36,165098,2347,0
1,1,30,165101,1281,25
1,1,12,165103,797,22
1,1,110,165104,472,20
1,0,125,165105,341,19
1,0,126,165105,343,2
1,0,123,165105,353,27
1,0,124,165105,354,8
1,1,64,165106,2737,10
1,1,10,165120,2417,24
1,1,26,165126,3464,9
1,1,26,165126,3470,4
1,0,125,165130,1238,20
1,1,112,165131,2174,6
1,1,112,165138,2002,2
1,1,4,165142,576,23
1,0,27,165146,2751,3
1,1,22,165149,1128,2
1,0,76,165153,1871,25
1,1,44,165153,3383,15
1,0,46,165154,2191,1
1,0,47,165154,2190,23
1,0,48,165154,2191,19
1,0,43,165154,2191,23
1,0,44,165154,2193,10
1,0,45,165154,2232,22
1,1,97,165158,929,14
1,1,34,165161,1825,22
1,0,86,165172,1608,14
1,0,85,165173,2644,12
1,0,9,165185,1038,25
1,1,30,165185,2240,1
1,1,100,165188,1690,29
1,1,92,165188,1839,22
1,0,111,165191,3333,21
1,1,44,165199,1377,5
1,1,24,165201,149,3
1,1,32,165206,3134,22
1,0,125,165215,2352,27
1,1,24,165215,2626,28
1,1,100,165216,1780,29
1,1,102,165216,1779,22
1,1,27,165216,1780,15
1,1,103,165216,1789,14
1,1,28,165216,1781,14
1,1,101,165216,1784,7
1,1,139,165216,1791,0
1,1,25,165216,1788,17
1,1,26,165216,1786,10
1,0,116,165217,17,29
1,1,100,165217,2319,29
1,1,44,165221,971,1
1,1,125,165225,3140,29
1,0,70,165231,572,2
1,1,36,165232,744,13
1,1,122,165234,286,9
1,1,12,165234,2471,6
1,1,12,165234,2485,23
1,1,15,165239,2938,20
1,0,84,165250,2864,21
1,1,72,165253,158,25
1,1,10,165253,1061,23
1,0,51,165258,966,20
1,0,50,165258,971,21
1,1,108,165258,2400,15
1,1,8,165259,3164,25
1,1,32,165265,868,12
1,1,22,165272,1333,11
1,1,92,165272,3214,5
1,0,43,165281,1692,26
1,0,4,165283,1124,15
1,1,37,165286,3444,4
1,1,32,165288,2186,12
1,1,26,165290,3217,25
1,1,6,165294,3499,24
1,1,22,165303,1420,3
1,1,42,165303,1903,12
1,0,97,165308,1999,14
1,1,32,165313,3122,11
1,0,76,165314,185,27
1,1,13,165320,1528,24
1,0,86,165332,246,15
1,0,44,165333,1957,13
1,0,118,165334,1705,9
1,0,90,165334,2574,26
1,1,22,165339,439,14
1,0,125,165340,9,3
1,1,108,165341,2380,4
1,1,16,165342,2834,3
1,1,31,165358,1613,14
1,1,24,165359,1026,5
1,0,65,165359,2374,26
1,1,102,165360,1223,5
1,1,88,165362,2798,21
1,1,103,165374,534,2
1,0,90,165386,985,3
1,1,117,165395,2133,28
1,0,78,165412,391,26
1,1,10,165412,3202,14
1,1,24,165412,3217,9
1,0,123,165413,3293,23
1,1,50,165418,3438,2
1,1,4,165419,3313,26
1,0,125,165420,1830,12
1,1,18,165425,461,5
1,0,78,165425,2520,11
1,1,24,165426,283,13
1,1,36,165426,653,5
1,1,24,165433,3279,3
1,0,4,165435,1585,10
1,0,119,165438,821,0
1,1,28,165450,778,25
1,1,14,165452,3185,5
1,1,22,165453,1693,1
1,1,34,165453,3537,29
1,1,76,165453,3538,14
1,1,75,165453,3541,4
1,1,36,165453,3543,4
1,1,31,165453,3545,10
1,1,77,165453,3551,5
1,1,78,165453,3547,27
1,1,33,165453,3549,20
1,1,71,165458,1908,16
1,0,119,165458,2653,28
1,1,37,165459,3409,2
1,1,24,165463,3348,25
1,1,70,165469,132,12
1,1,29,165469,1917,0
1,1,100,165470,2878,29
1,1,89,165474,682,11
1,1,99,165475,649,14
1,0,127,165475,653,18
1,1,42,165475,653,1
1,1,102,165475,653,15
1,1,43,165475,650,14
1,1,41,165475,658,12
1,1,100,165475,656,13
1,0,128,165475,658,26
1,1,44,165475,655,19
1,1,36,165475,1182,13
1,1,18,165478,949,3
1,1,92,165483,2103,9
1,0,69,165483,2498,27
1,0,2,165487,1588,14
1,1,4,165487,2124,3
1,1,36,165490,1529,8
1,1,123,165491,1281,12
1,1,122,165491,1281,1
1,1,125,165491,2650,24
1,1,2,165494,578,19
1,1,50,165494,1109,10
1,0,4,165496,223,28
1,0,2,165501,769,7
1,1,96,165502,395,12
1,0,8,165505,564,21
1,1,22,165505,1588,6
1,1,32,165507,1898,19
1,0,101,165507,2291,10
1,1,24,165515,3182,29
1,0,85,165519,684,5
1,0,24,165524,2935,1
1,1,48,165525,3551,17
1,1,35,165527,978,20
1,1,21,165528,1495,20
1,0,76,165528,2945,29
1,1,1,165532,2918,11
1,0,6,165534,1842,3
1,0,5,165534,1847,4
1,0,78,165534,1843,9
1,0,77,165534,1847,8
1,0,7,165534,1852,14
1,0,80,165534,1850,18
1,0,4,165534,1854,9
1,0,75,165534,1854,27
1,0,90,165539,3281,23
1,1,4,165548,1166,16
1,1,75,165549,2869,11
1,1,73,165549,2873,25
1,1,2,165549,2877,21
1,1,78,165549,2875,2
1,1,7,165549,2881,17
1,1,80,165549,2881,22
1,1,3,165549,2880,8
1,1,73,165549,2883,16
1,1,5,165549,2882,0
1,1,80,165549,2893,21
1,1,44,165555,3215,26
1,1,44,165555,3222,0
1,1,64,165558,2236,13
1,0,83,165558,2396,12
1,1,79,165559,313,13
1,1,52,165562,1061,19
1,0,76,165577,2509,24
1,0,76,165577,2515,19
1,1,59,165582,1457,24
1,1,78,165582,1458,2
1,1,60,165582,1459,16
1,1,76,165582,1459,0
1,1,58,165582,1467,22
1,1,77,165582,1461,15
1,1,79,165582,1470,1
1,1,42,165583,2927,25
1,0,81,165586,117,1
1,1,34,165590,2561,28
1,1,109,165592,1766,4
1,0,118,165594,1654,20
1,1,96,165598,789,7
1,1,16,165600,1256,9
1,1,41,165603,368,15
1,1,6,165604,2933,11
1,1,76,165606,2203,15
1,1,36,165614,1303,5
1,1,6,165615,2355,1
1,1,6,165615,2360,28
1,0,118,165615,2709,27
1,1,58,165616,1836,1
1,0,102,165617,764,22
1,1,52,165618,3036,3
1,0,80,165618,3041,22
1,0,8,165623,1892,4
1,1,99,165627,2905,29
1,1,121,165630,288,2
1,1,35,165631,1055,9
1,1,37,165631,1055,29
1,1,75,165631,1057,2
1,1,32,165631,1056,16
1,1,34,165631,1055,17
1,1,76,165631,1061,14
1,1,78,165631,1065,9
1,1,41,165633,2476,1
1,0,4,165637,1653,17
1,0,51,165638,3109,12
1,0,116,165638,3318,25
1,0,101,165645,157,13
1,1,102,165645,2511,19
1,0,18,165646,1888,21
1,1,16,165649,689,12
1,1,112,165650,2071,17
1,0,96,165656,1234,1
1,1,92,165657,2921,17
